电视公告,#genre#
童年经典,http://182.40.120.230/test-txdwk.flv.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.m3u8
体育频道,#genre#
红牛极限运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
电影轮播,#genre#
庆余年,http://182.40.120.230/test-txdwk.flv.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.m3u8
繁花,http://182.40.120.180/test-txdwk.flv.huya.com/src/1099531752773-1099531752773-86436203947098112-2199063629002-10057-A-0-1.m3u8
周星弛,http://182.40.120.171/test-txdwk.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
林正英,http://182.40.120.171/test-txdwk.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8
成龙经典,http://182.40.120149/test-txdwk.flv.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.m3u8
周润发,http://182.40.120.171/test-txdwk.flv.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.m3u8
许氏三杰,http://182.40.120.191/test-txdwk.flv.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.m3u8
刘德华,http://182.40.120149/test-txdwk.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8
贾玲,http://182.40.120.171/test-txdwk.flv.huya.com/src/1239543153969-1239543153969-11135015049196732416-2479086431394-10057-A-0-1.m3u8
五福星,http://182.40.120.171/test-txdwk.flv.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.m3u8
影视1,http://182.40.120.191/test-txdwk.flv.huya.com/src/1524439855-1524439855-6547419321943982080-3049003166-10057-A-0-1.m3u8
影视5,http://182.40.120.183/test-txdwk.flv.huya.com/src/1449588725-1449588725-6225936166525337600-3048959678-10057-A-0-1.m3u8
影视7,http://182.40.120.171/test-txdwk.flv.huya.com/src/1250011-1250011-5368756364640256-2789253862-10057-A-0-1.m3u8
影视8,http://182.40.120149/test-txdwk.flv.huya.com/src/1449698763-1449698763-6226408776136654848-2847699120-10057-A-0-1.m3u8
影视9,http://182.40.120.229/test-txdwk.flv.huya.com/src/1099531752774-1099531752774-86436208242065408-2199063629004-10057-A-0-1.m3u8
影视11,http://182.40.120.180/test-txdwk.flv.huya.com/src/1099531752755-1099531752755-86436126637686784-2199063628966-10057-A-0-1.m3u8
山西地区,#genre#
晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中新闻频道,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
盐湖频道,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
长子综合频道,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
怀仁电视,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
武乡融媒体,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
龙江地区,#genre#
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8  
七台河新闻综合,https://masterpull.hljtv.com/live/9FZ7k2XF.m3u8  
七台河民生社教,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8  
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8  
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8  
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild  
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8  
哈尔滨综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild  
佳木斯新闻,https://rmplive.hljtv.com/live/jiamusi.m3u8   
鹤岗新闻,https://rmplive.hljtv.com/live/hegang.m3u8  
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8  
漠河综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8  
哈尔滨新闻,http://stream.hrbtv.net/xwzh/sd/live.m3u8  
哈尔滨新闻,https://masterpull.hljtv.com/live/sPvVy8Ju.m3u8      
浙江地区,#genre#
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
安徽地区,#genre#
固镇县电视台,http://www.guzhenm.com:7001/hls/hd-live.m3u8
四川地区,#genre#
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
山东地区,#genre#
泰安经济生活,http://zzbb.1545ts.com:8068/live/tatv222.m3u8
枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄新闻综合频道,http://stream.zztvzd.com/1/sd/live.m3u8#http://stream.zztvzd.com/1/sd/live.m3u8?shandd
枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd#http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8#rtmp://sdqz.chinashadt.com:2036/live/stream:1.strea
广东地区,#genre#
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
广东珠江,http://113.101.119.189:808/hls/105/index.m3u8
广东新闻,http://113.101.119.189:808/hls/106/index.m3u8
广东民生,http://113.101.119.189:808/hls/107/index.m3u8
广东体育,http://113.101.119.189:808/hls/108/index.m3u8
广东影视,http://113.101.119.189:808/hls/110/index.m3u8
广东湾区,http://113.101.119.189:808/hls/109/index.m3u8
广东经济,http://113.101.119.189:808/hls/129/index.m3u8
广东少儿,http://113.101.119.189:808/hls/111/index.m3u8
广东戏曲,http://113.101.119.189:808/hls/22/index.m3u8
翡翠台,http://222.128.55.152:9080/live/gdfc.m3u8
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
广东民生,http://222.128.55.152:9080/live/gdms.m3u8
广东体育,http://222.128.55.152:9080/live/gdty.m3u8
广东影视,http://222.128.55.152:9080/live/gdys.m3u8
广东珠江,http://222.128.55.152:9080/live/gdzj.m3u8
无线翡翠频道,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
凤凰中文,http://php.jdshipin.com:8880/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com:8880/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com:8880/iptv.php?id=fhhk
江苏地区,#genre#
无锡新闻,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡移动,http://m.m3u8.wifiwx.com/live/wifiwx-494.m3u8	
无锡江阴新闻,http://221.228.70.101:8080/live/xinwen.m3u8
无锡宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
无锡宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
宜兴电视台,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
徐州新闻综合,http://stream3.huaihai.tv/xwzh1t/sd/live.m3u8
徐州新闻综合,http://tvbox6.icu/tv/migu.php?id=xzxwzh
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
睢宁资讯,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8
沛县电视台,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
吉林地区,#genre#
长春公主岭综合,http://stream5.jl.cn/gzl/playlist.m3u8
长春九台区,http://stream10.jl.cn/jiutaitv/playlist.m3u8
长春德惠综合,http://stream11.jl.cn/dehuitv/playlist.m3u8
吉林桦甸综合,http://stream10.jl.cn/huadian/playlist.m3u8
吉林磐石综合,http://stream5.jl.cn/ps/playlist.m3u8
吉林永吉综合,http://stream10.jl.cn/yongji/playlist.m3u8
通化通化县综合,http://stream5.jl.cn/thx/playlist.m3u8
通化辉南综合,http://stream5.jl.cn/hn/playlist.m3u8
通化柳河综合,http://stream5.jl.cn/lh/playlist.m3u8
白山江源综合,http://stream10.jl.cn/jiangyua/playlist.m3u8
白山临江综合,http://stream8.jl.cn/linjiang/playlist.m3u8
白山抚松综合,http://stream8.jl.cn/fs/playlist.m3u8
白山靖宇综合,http://stream8.jl.cn/jytv/playlist.m3u8
四平梨树新闻,http://stream6.jl.cn/ls/playlist.m3u8
四平伊通综合,http://stream6.jl.cn/yt/playlist.m3u8
白城洮南综合,http://stream5.jl.cn/tn/playlist.m3u8
白城大安新闻综合,http://stream6.jl.cn/da/playlist.m3u8
白城镇赉综合,http://stream6.jl.cn/zl/playlist.m3u8
白城通榆综合,http://stream6.jl.cn/ty/playlist.m3u8
松原扶余综合,http://stream6.jl.cn/fy/playlist.m3u8
松原乾安综合,http://stream6.jl.cn/qa/playlist.m3u8
延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8
延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8
延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
延边图们,http://stream6.jl.cn/tm/playlist.m3u8
延边敦化一套,http://stream8.jl.cn/dhtv/playlist.m3u8
延边珲春电视台,http://stream8.jl.cn/hctv/playlist.m3u8
延边汪清综合,http://stream5.jl.cn/wq/playlist.m3u8
河南地区,#genre#
周口新闻综合,http://117.166.72.12:8081/live/2216261506805201716.m3u8
周口教育频道,http://117.166.72.12:8081/live/2548854934748691151.m3u8
周口公共,http://117.166.72.12:8081/live/8606202505932165833.m3u8
周口-4,http://117.166.72.12:8081/live/6520562530090312540.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
新乡,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新蔡,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
辽宁地区,#genre#
大连文体,rtmp://secret.dltv.cn/dreamStreamCore/hxT7Fc3/lv500
天津地区,#genre#
武清电视台,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8
津南一套,http://play.jinna.top/live/J1.m3u8?ztianjd
加密频道 _2853793,#genre#   
Plus综合AKtv,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8  
